trial_id,step_name,experiment_mode,success,fallback_used,ik_time_sec,rrt_planning_sec,shortcut_time_sec,initial_guess_time_sec,solve_time_sec,total_compute_sec,exec_wait_sec,num_rrt_points,num_shortcut_waypoints,num_optimized_points,trajectory_duration_sec,joint_path_length,mean_joint_velocity,max_joint_velocity,mean_joint_acceleration,max_joint_acceleration,mean_joint_jerk,max_joint_jerk,mean_torque,max_torque,mean_torque_rate,max_torque_rate,max_constraint_violation,final_cost,solver_status,message
16,pre_place,rrt_only,1,0,0.501556,0.030787,0.000000,0.000000,0.000000,4.033937,4.002848,41,0,41,3.919707,3.186114,0.218981,0.628319,0.134398,1.500000,0.392474,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
17,place_approach,rrt_only,1,0,0.500853,0.027727,0.000000,0.000000,0.000000,0.930240,0.902351,10,0,10,0.886836,0.381230,0.101062,0.600000,0.467076,1.500000,1.621792,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
18,place_retreat,rrt_only,1,0,0.501556,0.028757,0.000000,0.000000,0.000000,0.930943,0.902004,10,0,10,0.886958,0.381327,0.101099,0.600000,0.467128,1.500000,1.621973,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
19,pre_grasp,rrt_only,1,0,0.501906,0.035060,0.000000,0.000000,0.000000,4.037306,4.002027,41,0,41,3.919860,3.186209,0.218996,0.628319,0.134402,1.500000,0.392485,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
20,grasp_approach,rrt_only,1,0,0.500790,0.030746,0.000000,0.000000,0.000000,1.083750,1.052880,12,0,12,1.016716,0.479498,0.112551,0.750000,0.479203,1.500000,1.306918,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
21,grasp_retreat,rrt_only,1,0,0.501906,0.026588,0.000000,0.000000,0.000000,1.079098,1.052344,12,0,12,1.016613,0.479342,0.112546,0.750000,0.479278,1.500000,1.307121,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
22,pre_place,rrt_only,1,0,0.500270,0.039177,0.000000,0.000000,0.000000,3.291857,3.252452,34,0,34,3.207960,2.995891,0.256118,0.942478,0.221422,1.500000,0.420108,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
23,place_approach,rrt_only,0,0,0.502504,0.044661,0.000000,0.000000,0.000000,0.044708,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,planning failed (RRTConnect)
1,pre_grasp,rrt_only,1,0,0.501112,0.031936,0.000000,0.000000,0.000000,3.934382,3.902068,40,0,40,3.823419,3.474169,0.245829,0.942478,0.171464,1.500000,0.322300,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,grasp_approach,rrt_only,1,0,0.503074,0.024312,0.000000,0.000000,0.000000,1.076382,1.051940,12,0,12,1.013391,0.477034,0.112501,0.750000,0.482093,1.500000,1.314799,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
3,grasp_retreat,rrt_only,1,0,0.501112,0.029592,0.000000,0.000000,0.000000,1.082779,1.051996,12,0,12,1.013299,0.476906,0.112495,0.750000,0.482154,1.500000,1.314966,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
4,pre_place,rrt_only,1,0,0.501159,0.041416,0.000000,0.000000,0.000000,3.293612,3.252000,34,0,34,3.207874,2.995836,0.256112,0.942478,0.221425,1.500000,0.420115,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
5,place_approach,rrt_only,0,0,0.501521,0.043400,0.000000,0.000000,0.000000,0.043447,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,planning failed (RRTConnect)
1,pre_grasp,rrt_only,1,0,0.501301,0.032862,0.000000,0.000000,0.000000,3.935517,3.902335,40,0,40,3.823298,3.474060,0.245819,0.942478,0.171464,1.500000,0.322301,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,grasp_approach,rrt_only,1,0,0.502071,0.030848,0.000000,0.000000,0.000000,1.082575,1.051548,12,0,12,1.013402,0.477024,0.112472,0.750000,0.481958,1.500000,1.314431,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
3,grasp_retreat,rrt_only,1,0,0.501301,0.030784,0.000000,0.000000,0.000000,1.083262,1.052346,12,0,12,1.013495,0.477055,0.112463,0.750000,0.481834,1.500000,1.314094,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
4,pre_place,rrt_only,1,0,0.500882,0.043332,0.000000,0.000000,0.000000,3.296455,3.252872,34,0,34,3.207759,2.995691,0.256105,0.942478,0.221430,1.500000,0.420124,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
5,place_approach,rrt_only,0,0,0.501349,0.044637,0.000000,0.000000,0.000000,0.044676,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,planning failed (RRTConnect)
1,pre_grasp,rrt_only,1,0,0.502722,0.039624,0.000000,0.000000,0.000000,2.742765,2.702582,28,0,28,2.660974,2.255274,0.238707,0.942478,0.243153,1.500000,0.503572,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,grasp_approach,rrt_only,1,0,0.500805,0.030777,0.000000,0.000000,0.000000,1.483289,1.452310,16,0,16,1.415190,0.812056,0.137869,0.942478,0.391144,1.500000,0.798254,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
3,grasp_retreat,rrt_only,1,0,0.502722,0.027691,0.000000,0.000000,0.000000,1.481074,1.453190,16,0,16,1.415515,0.812371,0.137909,0.942478,0.391080,1.500000,0.798122,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
4,pre_place,rrt_only,1,0,0.500925,0.031837,0.000000,0.000000,0.000000,2.936200,2.904137,30,0,30,2.822185,1.716477,0.162207,0.628319,0.145025,1.500000,0.431621,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
5,place_approach,rrt_only,1,0,0.500296,0.029915,0.000000,0.000000,0.000000,0.983160,0.953040,11,0,11,0.923370,0.475657,0.133891,0.628319,0.570463,1.500000,1.936756,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
6,place_retreat,rrt_only,1,0,0.500925,0.029745,0.000000,0.000000,0.000000,0.983127,0.953250,11,0,11,0.923493,0.475632,0.133828,0.628319,0.570061,1.500000,1.935391,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
7,pre_grasp,rrt_only,1,0,0.501367,0.036137,0.000000,0.000000,0.000000,3.089000,3.052621,31,0,31,2.999391,1.965621,0.189799,0.628319,0.158253,1.500000,0.469909,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
8,grasp_approach,rrt_only,1,0,0.501651,0.031880,0.000000,0.000000,0.000000,1.184779,1.152747,12,0,12,1.092046,0.567644,0.129605,0.750000,0.481601,1.500000,1.313458,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
9,grasp_retreat,rrt_only,1,0,0.501367,0.034006,0.000000,0.000000,0.000000,1.186234,1.152041,12,0,12,1.092045,0.567739,0.129628,0.750000,0.481689,1.500000,1.313698,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
10,pre_place,rrt_only,1,0,0.500235,0.031837,0.000000,0.000000,0.000000,2.885362,2.853251,29,0,29,2.794504,1.780932,0.181953,0.628319,0.164801,1.500000,0.491690,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
11,place_approach,rrt_only,1,0,0.501378,0.037093,0.000000,0.000000,0.000000,1.140586,1.103300,12,0,12,1.039950,0.590148,0.152741,0.667942,0.577460,1.500000,1.732379,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
12,place_retreat,rrt_only,1,0,0.500235,0.030969,0.000000,0.000000,0.000000,1.133098,1.101966,12,0,12,1.040334,0.590481,0.152828,0.667883,0.577380,1.500000,1.732141,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,0.502257,0.032916,0.000000,0.000000,0.000000,2.735638,2.702479,28,0,28,2.661096,2.255432,0.238718,0.942478,0.243150,1.500000,0.503565,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,pre_place,rrt_only,1,0,0.501147,0.028705,0.000000,0.000000,0.000000,2.681800,2.652444,28,0,28,2.610099,1.890002,0.227606,0.628319,0.248168,1.500000,0.668146,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
3,pre_grasp,rrt_only,1,0,0.501072,0.032845,0.000000,0.000000,0.000000,3.386653,3.352594,34,0,34,3.294771,2.279793,0.194708,0.628319,0.145641,1.500000,0.429842,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
4,pre_grasp,rrt_only,1,0,0.500277,0.026492,0.000000,0.000000,0.000000,0.528663,0.502062,6,0,6,0.455863,0.088529,0.038628,0.300000,0.377431,1.500000,2.830733,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
5,pre_grasp,rrt_only,1,0,0.501656,0.037342,0.000000,0.000000,0.000000,0.540070,0.502588,6,0,6,0.455653,0.088478,0.038543,0.300000,0.376904,1.500000,2.826781,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
6,pre_place,rrt_only,1,0,0.501028,0.033836,0.000000,0.000000,0.000000,2.685766,2.651770,28,0,28,2.610216,1.889931,0.227596,0.628319,0.248142,1.500000,0.668075,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
7,pre_grasp,rrt_only,1,0,0.501438,0.035011,0.000000,0.000000,0.000000,3.387294,3.352087,34,0,34,3.294949,2.279845,0.194718,0.628319,0.145640,1.500000,0.429839,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
8,pre_grasp,rrt_only,1,0,0.500290,0.026531,0.000000,0.000000,0.000000,0.528421,0.501771,6,0,6,0.455822,0.088500,0.038608,0.300000,0.377292,1.500000,2.829691,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
9,pre_grasp,rrt_only,1,0,0.501087,0.039179,0.000000,0.000000,0.000000,2.792300,2.752752,28,0,28,2.689918,2.285122,0.247029,0.942478,0.248252,1.500000,0.514132,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
10,pre_place,rrt_only,1,0,0.500467,0.030810,0.000000,0.000000,0.000000,2.685199,2.653313,28,0,28,2.610206,1.889930,0.227592,0.628319,0.248139,1.500000,0.668066,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,0.501105,0.029743,0.000000,0.000000,0.000000,2.732338,2.702423,28,0,28,2.661149,2.255430,0.238704,0.942478,0.243130,1.500000,0.503523,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,pre_place,rrt_only,1,0,0.501074,0.065678,0.000000,0.000000,0.000000,9.119025,9.052796,91,0,91,8.910267,10.081601,0.348339,0.942478,0.093740,1.500000,0.171155,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
3,pre_grasp,rrt_only,0,0,0.501055,10.003588,0.000000,0.000000,0.000000,10.003626,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,planning failed (RRTConnect)
4,pre_grasp,rrt_only,0,0,0.500287,0.086562,0.000000,0.000000,0.000000,0.086594,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,planning failed (RRTConnect)
5,pre_grasp,rrt_only,1,0,0.500414,0.030753,0.000000,0.000000,0.000000,1.132860,1.101976,12,0,12,1.077183,0.781023,0.240655,0.745080,0.834843,1.500000,2.504530,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
6,pre_place,rrt_only,1,0,0.500246,0.032823,0.000000,0.000000,0.000000,3.387170,3.353213,34,0,34,3.293477,2.300425,0.190995,0.628319,0.142924,1.500000,0.421825,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
7,pre_grasp,rrt_only,1,0,0.501580,0.030891,0.000000,0.000000,0.000000,1.232864,1.201808,13,0,13,1.160969,0.792207,0.209013,0.708018,0.643341,1.500000,1.900780,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
8,pre_place,rrt_only,1,0,0.500477,0.029617,0.000000,0.000000,0.000000,3.383758,3.353141,34,0,34,3.290800,2.287349,0.187036,0.628319,0.140087,1.500000,0.413450,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,0.500471,0.032870,0.000000,0.000000,0.000000,2.735909,2.702865,28,0,28,2.661094,2.255407,0.238715,0.942478,0.243147,1.500000,0.503559,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,pre_place,rrt_only,1,0,0.501321,0.042332,0.000000,0.000000,0.000000,5.595391,5.552799,56,0,56,5.499160,6.468307,0.392019,0.942478,0.166629,1.500000,0.332309,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
3,pre_grasp,rrt_only,1,0,0.500837,0.040251,0.000000,0.000000,0.000000,2.143327,2.102922,22,0,22,2.034774,1.502029,0.207890,0.942478,0.305887,1.500000,0.647069,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
4,pre_place,rrt_only,1,0,0.501239,0.029801,0.000000,0.000000,0.000000,3.384285,3.354178,34,0,34,3.289170,2.282194,0.185008,0.628319,0.138643,1.500000,0.409190,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,0.501505,0.033880,0.000000,0.000000,0.000000,2.735940,2.701882,28,0,28,2.660999,2.255299,0.238709,0.942478,0.243152,1.500000,0.503569,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,pre_place,rrt_only,0,0,0.500526,0.094983,0.000000,0.000000,0.000000,0.095003,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,planning failed (RRTConnect)
1,pre_grasp,rrt_only,1,0,0.500918,0.031990,0.000000,0.000000,0.000000,2.734926,2.702688,28,0,28,2.660976,2.255379,0.238728,0.942478,0.243174,1.500000,0.503615,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,0.500963,0.040252,0.000000,0.000000,0.000000,4.092873,4.052321,40,0,40,3.894749,4.475548,0.369618,0.942478,0.234337,1.500000,0.474367,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,pre_place,rrt_only,0,0,0.501780,10.002441,0.000000,0.000000,0.000000,10.002491,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,planning failed (RRTConnect)
1,pre_grasp,rrt_only,1,0,1.001896,0.048963,0.000000,0.000000,0.000000,8.902974,8.853470,90,0,90,8.801218,10.027415,0.354473,0.942478,0.096676,1.500000,0.176560,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,0.502315,0.039246,0.000000,0.000000,0.000000,3.991553,3.952088,40,0,40,3.894752,4.475609,0.369619,0.942478,0.234338,1.500000,0.474368,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,pre_place,rrt_only,1,0,0.500600,0.071868,0.000000,0.000000,0.000000,8.775352,8.702963,88,0,88,8.629915,8.874396,0.365509,0.786063,0.206197,1.500000,0.795265,12.373796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,18.540302,0.038089,0.000000,0.000000,0.000000,4.090877,4.052581,41,0,41,3.915668,4.639697,0.389648,0.942478,0.264220,1.500000,0.496017,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,0.501824,0.020400,0.000000,0.000000,0.000000,1.322330,1.301793,14,0,14,1.276554,0.898732,0.223163,0.788970,0.623879,1.500000,1.654226,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,pre_place,rrt_only,1,0,0.500710,0.031848,0.000000,0.000000,0.000000,3.384050,3.351993,34,0,34,3.289215,2.282166,0.185004,0.628319,0.138638,1.500000,0.409174,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,0.500543,0.031779,0.000000,0.000000,0.000000,1.334481,1.302564,14,0,14,1.276490,0.898641,0.223114,0.788745,0.623840,1.500000,1.654121,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,pre_place,rrt_only,0,0,0.500465,10.002992,0.000000,0.000000,0.000000,10.003010,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,planning failed (RRTConnect)
3,pre_grasp,rrt_only,1,0,0.500550,0.042462,0.000000,0.000000,0.000000,0.544780,0.502212,6,0,6,0.455536,0.088379,0.038510,0.300000,0.376755,1.500000,2.825659,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,0.503638,0.046006,0.000000,0.000000,0.000000,1.400873,1.353559,14,0,14,1.276530,0.898686,0.223138,0.788849,0.623854,1.500000,1.654158,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,0.500744,0.064218,0.000000,0.000000,0.000000,1.416272,1.351655,14,0,14,1.276435,0.898636,0.223150,0.788736,0.623986,1.500000,1.654510,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,pre_grasp,rrt_only,1,0,0.501027,0.072762,0.000000,0.000000,0.000000,6.377538,6.304365,63,0,63,6.150790,6.194272,0.337097,0.942478,0.308209,1.503874,0.855070,10.348083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
3,pre_place,rrt_only,1,0,0.500237,0.041302,0.000000,0.000000,0.000000,5.146345,5.104635,51,0,51,4.947980,4.409081,0.271213,0.942478,0.296447,1.500000,0.797395,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
4,return_home,rrt_only,1,0,0.000000,0.058457,0.000000,0.000000,0.000000,3.812041,3.752284,38,0,38,3.639979,3.061311,0.288512,0.942478,0.485257,1.500000,1.297697,7.652191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
1,pre_grasp,rrt_only,1,0,0.500969,0.036052,0.000000,0.000000,0.000000,1.340851,1.304212,14,0,14,1.276458,0.898629,0.223132,0.788830,0.623897,1.500000,1.654273,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
2,pre_place,rrt_only,1,0,0.501455,0.067314,0.000000,0.000000,0.000000,4.720442,4.652797,47,0,47,4.548032,3.437589,0.221881,0.942478,0.258033,1.500000,0.944663,8.583345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
3,return_home,rrt_only,1,0,0.000000,0.039239,0.000000,0.000000,0.000000,5.691870,5.652278,57,0,57,5.585044,4.502069,0.220130,0.942478,0.214867,1.500000,0.598484,7.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,rrt_only,
